Descriptor Name,Full Scientific Name,Source Library,Scientific Category,Functional Description & Toxicology Significance
MAXsF,Maximum E-State Value for single-bonded F Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsF)."
MAXsGeH3,Maximum E-State Value for single-bonded GeH3 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsGeH3)."
MAXsI,Maximum E-State Value for single-bonded I Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsI)."
MAXsLi,Maximum E-State Value for single-bonded Li Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsLi)."
MAXsNH2,Maximum E-State Value for single-bonded NH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsNH2)."
MAXsNH3,Maximum E-State Value for single-bonded NH3 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsNH3)."
MAXsOH,Maximum E-State Value for single-bonded OH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsOH)."
MAXsPH2,Maximum E-State Value for single-bonded PH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsPH2)."
MAXsPbH3,Maximum E-State Value for single-bonded PbH3 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsPbH3)."
MAXsSH,Maximum E-State Value for single-bonded SH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsSH)."
MAXsSeH,Maximum E-State Value for single-bonded SeH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsSeH)."
MAXsSiH3,Maximum E-State Value for single-bonded SiH3 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsSiH3)."
MAXsSnH3,Maximum E-State Value for single-bonded SnH3 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsSnH3)."
MAXssAsH,Maximum E-State Value for single-bonded sAsH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssAsH)."
MAXssBH,Maximum E-State Value for single-bonded sBH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssBH)."
MAXssBe,Maximum E-State Value for single-bonded sBe Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssBe)."
MAXssCH2,Maximum E-State Value for single-bonded sCH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssCH2)."
MAXssGeH2,Maximum E-State Value for single-bonded sGeH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssGeH2)."
MAXssNH,Maximum E-State Value for single-bonded sNH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssNH)."
MAXssNH2,Maximum E-State Value for single-bonded sNH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssNH2)."
MAXssO,Maximum E-State Value for single-bonded sO Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssO)."
MAXssPH,Maximum E-State Value for single-bonded sPH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssPH)."
MAXssPbH2,Maximum E-State Value for single-bonded sPbH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssPbH2)."
MAXssS,Maximum E-State Value for single-bonded sS Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssS)."
MAXssSe,Maximum E-State Value for single-bonded sSe Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssSe)."
MAXssSiH2,Maximum E-State Value for single-bonded sSiH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssSiH2)."
MAXssSnH2,Maximum E-State Value for single-bonded sSnH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssSnH2)."
MAXsssAs,Maximum E-State Value for single-bonded ssAs Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsssAs)."
MAXsssB,Maximum E-State Value for single-bonded ssB Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsssB)."
MAXsssCH,Maximum E-State Value for single-bonded ssCH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsssCH)."
MAXsssGeH,Maximum E-State Value for single-bonded ssGeH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsssGeH)."
MAXsssN,Maximum E-State Value for single-bonded ssN Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsssN)."
MAXsssNH,Maximum E-State Value for single-bonded ssNH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsssNH)."
MAXsssP,Maximum E-State Value for single-bonded ssP Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsssP)."
MAXsssPbH,Maximum E-State Value for single-bonded ssPbH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsssPbH)."
MAXsssSiH,Maximum E-State Value for single-bonded ssSiH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsssSiH)."
MAXsssSnH,Maximum E-State Value for single-bonded ssSnH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsssSnH)."
MAXsssdAs,Maximum E-State Value for single-bonded ssdAs Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsssdAs)."
MAXssssB,Maximum E-State Value for single-bonded sssB Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssssB)."
MAXssssBe,Maximum E-State Value for single-bonded sssBe Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssssBe)."
MAXssssC,Maximum E-State Value for single-bonded sssC Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssssC)."
MAXssssGe,Maximum E-State Value for single-bonded sssGe Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssssGe)."
MAXssssN,Maximum E-State Value for single-bonded sssN Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssssN)."
MAXssssPb,Maximum E-State Value for single-bonded sssPb Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssssPb)."
MAXssssSi,Maximum E-State Value for single-bonded sssSi Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssssSi)."
MAXssssSn,Maximum E-State Value for single-bonded sssSn Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXssssSn)."
MAXsssssAs,Maximum E-State Value for single-bonded ssssAs Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsssssAs)."
MAXsssssP,Maximum E-State Value for single-bonded ssssP Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsssssP)."
MAXtCH,Maximum E-State Value for triple-bonded CH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXtCH)."
MAXtN,Maximum E-State Value for triple-bonded N Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXtN)."
MAXtsC,Maximum E-State Value for triple-bonded sC Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXtsC)."
